id,dataset,classes,length,trainsize,testsize,type,NB,C45,SVML,SVMQ,BN,MLP,Euclidean_1NN,DTW_R1_1NN,DTW_Rn_1NN,DDTW_R1_1NN,DDTW_Rn_1NN,ERP_1NN,LCSS_1NN,MSM_1NN,TWE_1NN,WDDTW_1NN,WDTW_1NN,DD_DTW,DTD_C,DTW_F,LS,FS,BoP,SAXVSM,TSF,TSBF,LPS,ACF,PS,PFr5std,PFr2std,PFr1std,PFr5Train,PFr5TrainStd,PFr5Test,PFr5TestStd,PFr2Train,PFr2TrainStd,PFr2Test,PFr2TestStd,PFr1Train,PFr1TrainStd,PFr1Test,PFr1TestStd,RandF,RotF,ST,BOSS,EE,COTE,PFr5,PFr2,PFr1
39,Lightning2,2,637,60,61,SENSOR,0.672131148,0.62295082,0.721311475,0.754098361,0.737704918,0.721311475,0.754098361,0.868852459,0.868852459,0.672131148,0.770491803,0.868852459,0.770491803,0.819672131,0.836065574,0.819672131,0.901639344,0.868852459,0.868852459,0.786885246,0.819672131,0.704918,0.754098361,0.852459016,0.803278689,0.737704918,0.819672131,0.639344262,0.737704918,0.016931075,0.014354017,0.018929517,420478.0521,5954.392193,91085.91985,1976.23839,174946.9768,2657.23755,96637.46954,2346.247068,148787.6203,4107.018507,167322.7551,4184.940753,0.737704918,0.68852459,0.737704918,0.836065574,0.885245902,0.868852459,0.86557377,0.886885246,0.852459016
40,Lightning7,7,319,70,73,SENSOR,0.643835616,0.547945205,0.712328767,0.712328767,0.684931507,0.643835616,0.575342466,0.726027397,0.712328767,0.575342466,0.698630137,0.739726027,0.575342466,0.753424658,0.753424658,0.684931507,0.767123288,0.671232877,0.657534247,0.575342466,0.794520548,0.643836,0.575342466,0.575342466,0.753424658,0.726027397,0.739726027,0.575342466,0.602739726,0.012915192,0.016839351,0.021466044,215869.5533,5646.535292,51049.34811,2280.561593,49973.81791,1992.156221,31018.51664,1197.314951,42548.50987,2723.314108,51806.17709,4292.501714,0.698630137,0.726027397,0.726027397,0.684931507,0.767123288,0.808219178,0.821917808,0.810958904,0.804109589
41,Mallat,8,1024,55,2345,SIMULATED,0.845628998,0.751385928,0.866950959,0.863539446,0.955223881,0.89466951,0.914285714,0.933901919,0.914285714,0.897228145,0.925373134,0.913859275,0.9108742,0.931769723,0.912153518,0.912579957,0.937739872,0.948827292,0.927078891,0.948400853,0.95010661,0.976119,0.845628998,0.84434968,0.919402985,0.960341151,0.908315565,0.82217484,0.884008529,0.002858875,0.00275045,0.003045053,754469.4462,23323.60792,6437113.082,492165.8817,393650.443,20369.14844,8390802.131,777654.049,198469.9401,55923.05674,9898428.261,2870088.478,0.864818763,0.949253731,0.964179104,0.938166311,0.939872068,0.953944563,0.957569296,0.957185501,0.956972281
42,Meat,3,448,60,60,SPECTRO,0.933333333,0.866666667,0.966666667,0.966666667,0.916666667,1,0.933333333,0.933333333,0.933333333,0.666666667,0.666666667,0.933333333,0.533333333,0.933333333,0.933333333,0.666666667,0.933333333,0.933333333,0.933333333,0.9,0.733333333,0.833333,0.733333333,0.9,0.933333333,0.933333333,0.883333333,0.85,0.866666667,0,0,0,156927.4793,5850.372774,36618.50824,2581.833029,44577.24798,1500.286736,26120.89774,1130.255584,42966.01515,1526.539838,48817.18068,1892.118884,0.933333333,0.966666667,0.85,0.9,0.933333333,0.916666667,0.933333333,0.933333333,0.933333333
43,MedicalImages,10,99,381,760,IMAGE,0.448684211,0.625,0.615789474,0.707894737,0.401315789,0.705263158,0.684210526,0.736842105,0.747368421,0.663157895,0.663157895,0.676315789,0.706578947,0.740789474,0.710526316,0.681578947,0.736842105,0.736842105,0.744736842,0.723684211,0.664473684,0.623684,0.493421053,0.507894737,0.755263158,0.705263158,0.746052632,0.677631579,0.661842105,0.003863634,0.004163203,0.007623256,199437.0433,3473.712024,95021.08529,3206.274452,54937.00919,924.2911277,64387.77597,2178.640417,34137.54861,2095.206016,75518.57835,4412.164611,0.721052632,0.772368421,0.669736842,0.718421053,0.742105263,0.757894737,0.758157895,0.755657895,0.756973684
44,MiddlePhalanxOutlineAgeGroup,3,80,400,154,IMAGE,0.590909091,0.551948052,0.616883117,0.487012987,0.603896104,0.558441558,0.519480519,0.5,0.519480519,0.558441558,0.577922078,0.480519481,0.61038961,0.493506494,0.519480519,0.538961039,0.519480519,0.538961039,0.5,0.512987013,0.571428571,0.545455,0.519480519,0.545454545,0.577922078,0.577922078,0.487012987,0.61038961,0.616883117,0.02103023,0.017098197,0.016255397,88247.97349,9875.647481,10008.28435,1078.939997,23860.4528,377.6873884,6684.116454,98.70890599,20901.14308,451.4724096,10713.70492,173.9256736,0.603896104,0.571428571,0.642857143,0.545454545,0.558441558,0.636363636,0.562337662,0.574025974,0.575324675
45,MiddlePhalanxOutlineCorrect,2,80,600,291,IMAGE,0.553264605,0.697594502,0.635738832,0.773195876,0.704467354,0.807560137,0.766323024,0.697594502,0.766323024,0.690721649,0.776632302,0.766323024,0.749140893,0.75257732,0.762886598,0.745704467,0.75257732,0.731958763,0.742268041,0.786941581,0.780068729,0.728522,0.70790378,0.676975945,0.828178694,0.81443299,0.773195876,0.711340206,0.790378007,0.011010873,0.004301256,0.011771118,199614.4201,2373.192245,22874.03256,430.6058772,49094.34177,767.2692279,14599.68273,391.1981356,41307.44337,775.6146486,22948.13883,518.1009777,0.81443299,0.800687285,0.793814433,0.780068729,0.783505155,0.804123711,0.836426117,0.829209622,0.821993127
46,MiddlePhalanxTW,6,80,399,154,IMAGE,0.512987013,0.493506494,0.577922078,0.532467532,0.506493506,0.571428571,0.512987013,0.506493506,0.506493506,0.5,0.5,0.5,0.577922078,0.493506494,0.487012987,0.532467532,0.512987013,0.487012987,0.5,0.532467532,0.506493506,0.532468,0.5,0.487012987,0.564935065,0.597402597,0.525974026,0.571428571,0.577922078,0.015074013,0.015846758,0.023161185,121717.1137,2986.87984,11223.64166,1234.171657,31975.10839,738.6380046,7461.143482,195.2151892,23143.08929,847.7456841,10044.07335,1021.00407,0.558441558,0.62987013,0.519480519,0.545454545,0.512987013,0.571428571,0.529220779,0.544155844,0.542207792
47,MoteStrain,2,84,20,1252,SENSOR,0.842651757,0.786741214,0.866613419,0.870607029,0.856230032,0.845846645,0.878594249,0.834664537,0.865814696,0.715654952,0.774760383,0.872204473,0.881789137,0.854632588,0.797124601,0.787539936,0.85942492,0.833067093,0.767571885,0.908945687,0.883386581,0.777157,0.849041534,0.793929712,0.869009585,0.903354633,0.92172524,0.742811502,0.688498403,0.007171716,0.007256707,0.005932449,2078.955145,73.72136215,29573.45533,1086.863648,623.9636506,25.328995,22544.41526,929.1477313,524.0040508,19.92514205,39339.1011,1475.376528,0.888977636,0.880191693,0.896964856,0.878594249,0.882587859,0.936900958,0.902396166,0.895447284,0.888578275
48,NonInvasiveFetalECGThorax1,42,750,1800,1965,ECG,0.811195929,0.719083969,0.92264631,0.940458015,0.811704835,0.925699746,0.829007634,0.790330789,0.829007634,0.697201018,0.72264631,0.824936387,0.81221374,0.816284987,0.820356234,0.729770992,0.815776081,0.805597964,0.841221374,0.892111959,0.259033079,0.710433,,0.523155216,0.875826972,0.842239186,0.81221374,0.721119593,0.875318066,0.002979503,0.003332805,0.003458231,107392336.1,21058737.83,24152713.53,5693685.075,45120722.48,5921336.943,22374674.73,3830793.388,27994322.98,1126471.847,29513092.41,3261750.327,0.878880407,0.905343511,0.949618321,0.838167939,0.845801527,0.93129771,0.906615776,0.9043257,0.90524173
49,NonInvasiveFetalECGThorax2,42,750,1800,1965,ECG,0.827480916,0.784732824,0.941984733,0.948091603,0.839185751,0.945038168,0.879898219,0.864631043,0.870229008,0.826463104,0.825954198,0.895165394,0.88346056,0.882951654,0.888040712,0.860559796,0.884478372,0.893129771,0.88956743,0.899236641,0.770483461,0.75369,,0.591348601,0.909923664,0.861577608,0.841221374,0.751653944,0.883969466,0.003048247,0.001699742,0.001892023,99270480.32,18237338.33,21301308.14,4338385.277,37896339.34,6790160.217,21665488.54,3648723.694,22299528.73,5458929.68,25451124.65,4996783.324,0.911959288,0.924681934,0.951145038,0.900763359,0.913486005,0.945547074,0.939898219,0.936692112,0.934147583
51,OliveOil,4,570,30,30,SPECTRO,0.9,0.833333333,0.866666667,0.866666667,0.9,0.9,0.866666667,0.833333333,0.866666667,0.866666667,0.833333333,0.866666667,0.4,0.833333333,0.866666667,0.866666667,0.833333333,0.833333333,0.866666667,0.9,0.166666667,0.733333,0.866666667,0.9,0.866666667,0.833333333,0.866666667,0.8,0.833333333,0,0,0,141196.2737,2968.76614,38424.9145,1466.560935,33532.39647,1056.85689,21534.31595,873.2467247,31309.36042,1935.917562,37914.22914,2222.507359,0.9,0.866666667,0.9,0.866666667,0.866666667,0.9,0.866666667,0.866666667,0.866666667
50,OSULeaf,6,427,200,242,IMAGE,0.380165289,0.342975207,0.44214876,0.566115702,0.309917355,0.458677686,0.520661157,0.590909091,0.599173554,0.880165289,0.871900826,0.603305785,0.789256198,0.772727273,0.776859504,0.884297521,0.623966942,0.880165289,0.884297521,0.809917355,0.776859504,0.677686,0.648760331,0.851239669,0.582644628,0.760330579,0.739669421,0.776859504,0.82231405,0.006401625,0.012047421,0.010669376,1282255.295,36155.90632,370242.3705,14672.2259,371575.9169,7851.502386,253693.5995,9007.46885,300605.3643,6815.077913,411181.0574,7051.123653,0.512396694,0.570247934,0.966942149,0.954545455,0.805785124,0.966942149,0.827272727,0.770661157,0.727272727
52,PhalangesOutlinesCorrect,2,80,1800,858,IMAGE,0.653846154,0.734265734,0.646853147,0.724941725,0.730769231,0.836829837,0.761072261,0.728438228,0.761072261,0.74009324,0.791375291,0.75990676,0.742424242,0.751748252,0.75990676,0.776223776,0.747086247,0.738927739,0.761072261,0.771561772,0.764568765,0.74359,0.70979021,0.70979021,0.803030303,0.82983683,0.756410256,0.735431235,0.747086247,0.005767628,0.004436395,0.006264381,586641.0247,8334.868455,65063.07777,1442.634842,190030.7755,2089.072906,52709.67194,629.854967,123268.1947,2359.63023,67586.04492,1244.18107,0.817016317,0.86013986,0.763403263,0.771561772,0.772727273,0.77039627,0.823543124,0.817715618,0.808857809
53,Phoneme,39,1024,214,1896,SENSOR,0.136603376,0.065400844,0.093881857,0.097046414,0.112869198,0.097046414,0.109177215,0.228375527,0.226793249,0.256329114,0.246835443,0.179324895,0.256329114,0.292194093,0.270042194,0.244725738,0.161392405,0.268987342,0.267932489,0.276898734,0.21835443,0.173523,0.129746835,0.104957806,0.212025316,0.276371308,0.236814346,0.230485232,0.219936709,0.006331311,0.008265628,0.006288941,25760348.78,4574785.683,58378345.66,9213924.923,9066456.53,1687080.119,48111385.38,8940013.582,4674510.366,809966.023,48274688.04,8559790.234,0.146624473,0.129746835,0.320675105,0.264767932,0.304852321,0.349156118,0.320094937,0.317299578,0.305485232
54,Plane,7,144,105,105,SENSOR,0.942857143,0.961904762,0.980952381,0.99047619,0.980952381,0.961904762,0.961904762,1,1,1,1,1,1,1,1,1,1,1,1,0.99047619,1,1,0.980952381,0.99047619,1,1,1,0.971428571,1,0,0,0,47394.95968,2042.375953,11412.78275,902.5389363,12397.96438,323.6420741,7333.883411,418.4079121,8655.555871,1215.69893,9441.195677,746.0538845,0.99047619,0.99047619,1,1,1,1,1,1,1
55,ProximalPhalanxOutlineAgeGroup,3,80,400,205,IMAGE,0.824390244,0.834146341,0.853658537,0.809756098,0.853658537,0.8,0.785365854,0.804878049,0.785365854,0.819512195,0.809756098,0.795121951,0.853658537,0.790243902,0.804878049,0.819512195,0.804878049,0.8,0.795121951,0.819512195,0.834146341,0.780488,0.765853659,0.824390244,0.848780488,0.848780488,0.795121951,0.83902439,0.834146341,0.006604909,0.005243745,0.00796582,89602.30082,670.1935963,10394.2878,131.9082225,25485.25738,289.3745071,7428.706024,120.0009826,21878.42577,581.9697993,12281.32091,307.5186853,0.868292683,0.853658537,0.843902439,0.834146341,0.804878049,0.853658537,0.846341463,0.84195122,0.843902439
56,ProximalPhalanxOutlineCorrect,2,80,600,291,IMAGE,0.64604811,0.797250859,0.824742268,0.900343643,0.721649485,0.865979381,0.807560137,0.783505155,0.790378007,0.817869416,0.852233677,0.810996564,0.756013746,0.786941581,0.807560137,0.841924399,0.783505155,0.793814433,0.793814433,0.828178694,0.848797251,0.804124,0.745704467,0.828178694,0.828178694,0.872852234,0.841924399,0.817869416,0.869415808,0.007325671,0.006326095,0.007777432,162626.49,29678.7699,19144.96628,3667.659079,47318.29011,789.4657736,13433.40876,215.4227361,33313.34508,1479.682077,18997.12127,619.1756664,0.865979381,0.862542955,0.883161512,0.848797251,0.807560137,0.869415808,0.873195876,0.860824742,0.853264605
57,ProximalPhalanxTW,6,80,400,205,IMAGE,0.736585366,0.736585366,0.824390244,0.76097561,0.746341463,0.790243902,0.707317073,0.76097561,0.76097561,0.751219512,0.736585366,0.702439024,0.804878049,0.756097561,0.746341463,0.746341463,0.751219512,0.765853659,0.770731707,0.814634146,0.775609756,0.702439,0.658536585,0.609756098,0.814634146,0.809756098,0.731707317,0.751219512,0.790243902,0.013613942,0.013219822,0.008370431,104679.5698,1723.717391,12440.38883,376.6192425,27680.20173,477.4692589,8337.937809,297.241911,23205.58358,731.7539282,13672.58172,328.1574455,0.809756098,0.824390244,0.804878049,0.8,0.765853659,0.780487805,0.77902439,0.772195122,0.773170732
58,RefrigerationDevices,3,720,375,375,DEVICE,0.384,0.464,0.352,0.373333333,0.504,0.368,0.394666667,0.464,0.44,0.408,0.424,0.490666667,0.490666667,0.482666667,0.512,0.434666667,0.426666667,0.445333333,0.445333333,0.482666667,0.514666667,0.333333,0.461333333,0.653333333,0.589333333,0.472,0.458666667,0.496,0.506666667,0.008357447,0.010502439,0.012135856,5275597.024,1026192.659,1136213.627,215094.0358,1996511.096,33266.24549,1136327.177,27926.81413,1365534.171,35880.77511,1516120.939,45135.37883,0.514666667,0.565333333,0.581333333,0.498666667,0.437333333,0.546666667,0.532266667,0.530133333,0.531733333
59,ScreenType,3,720,375,375,DEVICE,0.434666667,0.373333333,0.381333333,0.384,0.448,0.386666667,0.36,0.397333333,0.410666667,0.426666667,0.442666667,0.381333333,0.437333333,0.458666667,0.426666667,0.426666667,0.410666667,0.429333333,0.437333333,0.434666667,0.429333333,0.413333,0.418666667,0.512,0.456,0.509333333,0.416,0.504,0.493333333,0.011386802,0.010699948,0.009854246,7308848.843,194359.683,1689414.938,43062.34359,1784956.906,24354.90673,1054202.626,14557.32918,887537.7208,19121.46477,1035453.022,21228.07694,0.434666667,0.44,0.52,0.464,0.445333333,0.546666667,0.4552,0.448266667,0.456266667
60,ShapeletSim,2,500,20,180,SIMULATED,0.466666667,0.488888889,0.488888889,0.483333333,0.522222222,0.472222222,0.538888889,0.65,0.694444444,0.538888889,0.505555556,0.838888889,0.822222222,0.866666667,0.577777778,0.494444444,0.755555556,0.611111111,0.6,0.672222222,0.95,1,0.7,0.716666667,0.477777778,0.961111111,0.866666667,0.922222222,0.766666667,0.017577967,0.019676743,0.014115436,120866.4561,1955.582472,259094.311,5468.356148,38416.89967,886.9415313,210173.7131,6126.4399,30564.06184,1340.995739,340739.7591,14404.03595,0.488888889,0.411111111,0.955555556,1,0.816666667,0.961111111,0.776111111,0.761666667,0.759444444
61,ShapesAll,60,512,600,600,IMAGE,0.623333333,0.471666667,0.713333333,0.748333333,0.583333333,0.65,0.751666667,0.768333333,0.801666667,0.835,0.845,0.811666667,0.845,0.871666667,0.86,0.86,0.811666667,0.85,0.838333333,0.805,0.768333333,0.58,0.785,0.698333333,0.791666667,0.185,0.873333333,0.616666667,0.738333333,0.00326315,0.006024641,0.00743075,18831458.57,3579065.572,4869520.874,897211.641,7450360.713,1659101.845,3871606.822,956644.3477,3570889.949,213721.6375,3828025.212,237346.0826,0.77,0.743333333,0.841666667,0.908333333,0.866666667,0.891666667,0.885833333,0.870333333,0.853166667
62,SmallKitchenAppliances,3,720,375,375,DEVICE,0.514666667,0.573333333,0.461333333,0.461333333,0.653333333,0.333333333,0.344,0.642666667,0.672,0.653333333,0.669333333,0.632,0.472,0.698666667,0.645333333,0.645333333,0.674666667,0.64,0.648,0.757333333,0.664,0.333333,0.746666667,0.578666667,0.810666667,0.672,0.712,0.698666667,0.68,0.006705075,0.009834181,0.009639425,4559000.733,1088676.66,1142427.275,282224.3605,1459814.26,29747.13424,859230.3364,17198.59618,791032.3955,24179.51359,880020.4447,25002.8483,0.669333333,0.728,0.792,0.725333333,0.696,0.776,0.744266667,0.742933333,0.733866667
63,SonyAIBORobotSurface1,2,70,20,601,SENSOR,0.930116473,0.655574043,0.703826955,0.707154742,0.740432612,0.901830283,0.695507488,0.725457571,0.695507488,0.730449251,0.698835275,0.688851913,0.735440932,0.730449251,0.680532446,0.717138103,0.737104825,0.742096506,0.710482529,0.740432612,0.81031614,0.685524,0.71547421,0.813643927,0.787021631,0.795341098,0.773710483,0.886855241,0.878535774,0.008875832,0.006980425,0.006618495,1508.732395,53.60251747,9911.496162,438.6497038,472.7993256,18.18327987,8085.185576,315.8583245,391.2272878,17.38255837,13037.30977,680.9314569,0.637271215,0.808652246,0.84359401,0.632279534,0.703826955,0.845257903,0.845757072,0.827953411,0.824625624
64,SonyAIBORobotSurface2,2,65,27,953,SENSOR,0.786988458,0.686253935,0.818467996,0.818467996,0.790136411,0.840503673,0.859391396,0.831059811,0.859391396,0.858342078,0.861490031,0.822665268,0.81112277,0.870933893,0.853095488,0.858342078,0.831059811,0.891920252,0.891920252,0.856243442,0.875131165,0.790136,0.81112277,0.81636936,0.810073452,0.777544596,0.871983211,0.924449108,0.904512067,0.00529995,0.00694367,0.003641669,1938.706103,45.15111258,17069.18169,488.0542046,600.1314992,9.331381238,13119.60294,404.1281209,491.5689042,18.04926105,20769.9382,686.8814053,0.790136411,0.807974816,0.93389297,0.859391396,0.878279119,0.951731375,0.896327387,0.889506821,0.878908709
65,StarlightCurves,3,1024,1000,8236,SENSOR,0.791403594,0.907236523,0.919499757,0.933948519,0.791403594,0.846406022,0.848834386,0.906629432,0.898251578,0.962238951,0.963695969,0.86243322,0.879431763,0.868139874,0.883195726,0.962238951,0.895216124,0.962238951,0.962238951,0.96163186,0.946576008,0.9178,,0.875303545,0.969402623,0.977051967,0.96296746,0.96430306,0.953739679,0.000596063,0.000505666,0.000746719,19096382.91,3813491.215,27431300.44,5565794.417,7424140.2,1556106.779,30059575.3,5819553.521,4810348.992,877235.7635,39315901.85,7997868.924,0.949854298,0.969281204,0.978508985,0.977780476,0.926056338,0.979601748,0.981289461,0.979929577,0.976857698
66,Strawberry,2,235,613,370,SPECTRO,0.764864865,0.937837838,0.918918919,0.972972973,0.818918919,0.962162162,0.945945946,0.940540541,0.945945946,0.962162162,0.962162162,0.945945946,0.837837838,0.943243243,0.943243243,0.962162162,0.943243243,0.954054054,0.956756757,0.97027027,0.910810811,0.902703,0.967567568,0.956756757,0.964864865,0.954054054,0.962162162,0.87027027,0.940540541,0.005560829,0.004602537,0.001824185,1315760.464,140438.6575,187595.1188,4043.895655,346226.9473,7078.806273,118887.6839,2694.292036,248884.4861,8422.418519,165053.9985,6308.593962,0.956756757,0.972972973,0.962162162,0.975675676,0.945945946,0.951351351,0.968378378,0.962972973,0.954864865
67,SwedishLeaf,15,128,500,625,IMAGE,0.8576,0.6576,0.8416,0.864,0.8336,0.8288,0.7888,0.792,0.8464,0.8848,0.904,0.8624,0.888,0.896,0.8912,0.8928,0.8736,0.9008,0.896,0.9008,0.9072,0.768,0.7344,0.6688,0.9136,0.9152,0.92,0.8816,0.9024,0.005070875,0.005396954,0.004971742,523266.1085,10842.65395,148252.8732,6941.310629,144878.6816,3951.601633,102981.616,4494.5584,116069.1939,5355.997715,155122.5628,6632.545154,0.8704,0.8816,0.928,0.9216,0.9152,0.9552,0.94656,0.94176,0.93936
68,Symbols,6,398,25,995,IMAGE,0.79798995,0.627135678,0.870351759,0.894472362,0.895477387,0.75678392,0.899497487,0.949748744,0.937688442,0.970854271,0.968844221,0.920603015,0.954773869,0.948743719,0.959798995,0.973869347,0.949748744,0.952763819,0.96281407,0.948743719,0.931658291,0.933668,0.950753769,0.622110553,0.914572864,0.945728643,0.96281407,0.897487437,0.798994975,0.00175999,0.003796105,0.002975734,58488.05212,2663.122892,572277.0506,27510.50824,15105.55049,834.276436,363005.8846,23414.27805,12890.09927,799.7497456,595749.1819,38923.10363,0.901507538,0.792964824,0.88241206,0.966834171,0.959798995,0.963819095,0.96160804,0.960201005,0.952663317
69,SyntheticControl,6,60,300,300,SIMULATED,0.96,0.81,0.923333333,0.943333333,0.926666667,0.91,0.88,0.993333333,0.983333333,0.566666667,0.566666667,0.976666667,0.953333333,0.973333333,0.986666667,0.566666667,0.993333333,0.993333333,0.996666667,0.99,0.996666667,0.91,0.933333333,0.89,0.986666667,0.993333333,0.98,0.66,0.653333333,0.001721326,0.001756821,0.002459549,36644.9595,5883.910701,9313.268096,1461.889431,12661.05918,413.5396062,7209.50983,387.4100668,10342.88328,419.1388964,11352.88775,454.5466597,0.943333333,0.973333333,0.983333333,0.966666667,0.99,1,0.995333333,0.995,0.993666667
70,ToeSegmentation1,2,277,40,228,MOTION,0.552631579,0.592105263,0.543859649,0.574561404,0.578947368,0.5,0.679824561,0.771929825,0.75,0.785087719,0.587719298,0.833333333,0.75,0.815789474,0.820175439,0.627192982,0.793859649,0.807017544,0.807017544,0.921052632,0.934210526,0.95614,0.877192982,0.929824561,0.74122807,0.780701754,0.877192982,0.890350877,0.697368421,0.014144312,0.017180695,0.013714666,78834.89332,977.1488248,111872.3279,2431.435458,22398.15502,702.9062936,76902.45201,2357.381306,17896.69345,464.1686198,121214.0956,2806.478431,0.649122807,0.530701754,0.964912281,0.938596491,0.828947368,0.973684211,0.924561404,0.900438596,0.881578947
71,ToeSegmentation2,2,343,36,130,MOTION,0.638461538,0.5,0.546153846,0.653846154,0.561538462,0.592307692,0.807692308,0.838461538,0.907692308,0.684615385,0.784615385,0.923076923,0.907692308,0.753846154,0.784615385,0.792307692,0.892307692,0.746153846,0.715384615,0.907692308,0.915384615,0.692308,0.946153846,0.861538462,0.815384615,0.8,0.869230769,0.830769231,0.746153846,0.008465423,0.01269166,0.013664526,84568.34953,1643.249708,82195.86885,2377.379001,23822.86091,591.308219,53404.40545,1837.842897,16544.80573,615.3003845,71307.80217,3109.724548,0.769230769,0.584615385,0.907692308,0.961538462,0.892307692,0.915384615,0.862307692,0.865384615,0.88
72,Trace,4,275,100,100,SENSOR,0.8,0.79,0.73,0.82,0.82,0.84,0.76,1,0.99,1,0.99,0.95,0.97,0.93,0.99,1,1,1,0.99,1,1,1,0.97,1,0.99,0.98,0.98,1,0.95,0,0,0.003162278,118634.1986,2518.153505,27895.02857,1102.150063,37658.64181,1282.683244,20527.78158,564.5048439,36027.66743,3228.971016,36701.19559,4123.422771,0.78,0.93,1,1,0.99,1,1,1,0.999
73,TwoLeadECG,2,82,23,1139,ECG,0.698858648,0.718173837,0.941176471,0.905179982,0.73309921,0.950834065,0.74714662,0.905179982,0.868305531,0.994732221,0.981562774,0.942054434,0.885864794,0.947322212,0.973661106,0.994732221,0.905179982,0.978050922,0.985074627,0.985074627,0.996488147,0.924495,0.975417032,0.897278314,0.75856014,0.865671642,0.948200176,0.804214223,0.960491659,0.002745341,0.011493533,0.016170048,1961.208235,78.70450197,24078.21039,1163.603166,626.6674099,24.89803032,19313.15032,610.8866123,549.9608297,21.84998561,31911.74947,1382.661417,0.724319579,0.970149254,0.997366111,0.980684811,0.971027217,0.992976295,0.988586479,0.96786655,0.950746269
74,TwoPatterns,4,128,1000,4000,SIMULATED,0.457,0.65125,0.82175,0.87425,0.46275,0.91075,0.90675,1,0.9985,0.9975,0.99675,1,0.99925,0.999,0.9985,0.9975,1,1,0.9995,1,0.99325,0.90825,0.942,0.8745,0.99125,0.97625,0.982,0.414,0.46575,0.000312916,0.000275126,0.000204124,402194.6878,32929.55852,412618.2533,7687.477286,193294.1789,3199.581275,453445.2942,9803.418495,127586.6679,26160.23918,533534.1908,102309.7819,0.858,0.928,0.955,0.993,1,1,0.999575,0.999725,0.99975
75,UWaveGestureLibraryAll,8,945,896,3582,MOTION,0.890563931,0.784198772,0.893914015,0.935790061,0.890563931,0.931602457,0.948073702,0.891680625,0.962311558,0.849246231,0.927135678,0.953657175,0.958961474,0.963149079,0.952819654,0.93718593,0.966219989,0.935231714,0.937744277,0.965661642,0.953378001,0.788666,,0.798994975,0.957286432,0.926298157,0.965940815,0.532104969,0.660245673,0.000576659,0.000994022,0.001037919,28252157.3,7550434.588,20601141.2,3405450.274,10674874.58,2315683.101,21099455.18,3937780.732,5326341.789,533459.7298,22241946.91,2243998.324,0.938581798,0.944444444,0.942211055,0.938860972,0.968453378,0.964265773,0.97225014,0.97160804,0.97107761
76,UWaveGestureLibraryX,8,315,896,3582,MOTION,0.665270798,0.601340034,0.658570631,0.718592965,0.669458403,0.747906198,0.739251815,0.727526521,0.774427694,0.676996092,0.741485204,0.771356784,0.771356784,0.769123395,0.771356784,0.74427694,0.774427694,0.779173646,0.774706868,0.801507538,0.791178113,0.694584,0.597710776,0.529034059,0.804020101,0.830820771,0.829145729,0.472920156,0.448073702,0.002352175,0.002113049,0.001370512,3980399.13,580057.8452,2893928.084,416883.2978,1154811.788,29965.70991,2216110.292,80078.01926,816013.0358,173694.0132,3360824.578,630391.6515,0.762144054,0.782802903,0.802903406,0.762144054,0.805415969,0.821887214,0.828559464,0.823227247,0.821300949
77,UWaveGestureLibraryY,8,315,896,3582,MOTION,0.555834729,0.563093244,0.627582356,0.626186488,0.584589615,0.664154104,0.661641541,0.63400335,0.701842546,0.584031267,0.662758236,0.678950307,0.691792295,0.701842546,0.684812954,0.659128978,0.693188163,0.715801228,0.698492462,0.702959241,0.702959241,0.595757,0.531825796,0.411781128,0.727247348,0.736180905,0.760748185,0.481853713,0.446677834,0.002433957,0.002494229,0.001370512,4082559.145,743046.4556,2921889.353,564039.1866,1193053.987,26456.57033,2288801.787,72184.73097,809332.5784,188082.6965,3487413.572,736334.5881,0.69374651,0.71440536,0.730318258,0.685092127,0.725572306,0.758514796,0.761501954,0.760580681,0.76239531
78,UWaveGestureLibraryZ,8,315,896,3582,MOTION,0.563372418,0.573422669,0.614461195,0.654941374,0.573422669,0.675600223,0.649637074,0.658291457,0.675041876,0.577051926,0.676996092,0.686767169,0.688721385,0.699888331,0.683696259,0.678950307,0.675879397,0.696259073,0.679229481,0.7319933,0.746789503,0.638191,0.556113903,0.491624791,0.742881072,0.772473479,0.768285874,0.476828587,0.466219989,0.003101076,0.003802983,0.004071216,3657712.053,871578.6051,2643728.906,680532.8235,1156216.992,22870.30355,2262737.043,40579.35625,628067.7619,24485.3642,2709176.798,99422.85447,0.719988833,0.72278057,0.748464545,0.694863205,0.72361809,0.75041876,0.763958682,0.757481854,0.754885539
79,Wafer,2,152,1000,6164,SENSOR,0.708468527,0.981992213,0.959928618,0.994159637,0.957657365,0.963984426,0.995457495,0.979883193,0.995944192,0.977774173,0.997079818,0.99513303,0.989779364,0.997404283,0.995619727,0.997404283,0.997079818,0.979883193,0.992537313,0.996593121,0.996106424,0.996755,0.995619727,0.999026606,0.996106424,0.99513303,0.997404283,0.995944192,0.99513303,0.000275742,0.000296688,0.000459181,287764.2001,5768.886368,354685.5468,14945.90648,124253.8629,2097.32599,390924.4401,9788.912307,109107.0914,2938.629602,695536.8073,18002.82283,0.993510707,0.994484101,1,0.994808566,0.997404283,0.999837768,0.995457495,0.995408825,0.995084361
